"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Porygon-Z","Charge Beam","Tri-Attack","17.77","361.2","2026.8","3266"
"Regigigas","Hidden Power (Fire)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Fighting)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Water)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Flying)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Grass)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Poison)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Electric)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Ground)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Psychic)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Rock)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Ice)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Bug)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Dragon)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Ghost)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Dark)","Giga Impact","17.768","652","3656.8","4337"
"Regigigas","Hidden Power (Steel)","Giga Impact","17.768","652","3656.8","4337"
"Shadow Dragonite","Dragon Breath","Hyper Beam","17.767","490.2","2749.7","3792"
"White Kyurem","Steel Wing","Blizzard","17.761","634.5","3555.3","4605"
"Galarian Darmanitan - Zen Mode","Tackle","Ice Punch","17.76","421.8","2362.7","3905"
"Mega Charizard X","Wing Attack","Blast Burn","17.756","621.2","3477.5","3850"
"Shadow Alakazam","Counter","Dazzling Gleam","17.755","300.9","1683.9","3057"
"Shadow Alakazam","Confusion","Focus Blast","17.752","300.8","1682.9","3057"
"Haxorus","Dragon Tail","Dragon Claw","17.751","456.1","2551.2","3593"
"Darmanitan","Fire Fang","Overheat","17.742","393.9","2199.9","3105"
"Mega Houndoom","Snarl","Flamethrower","17.727","554.3","3087.8","3842"
"Mega Banette","Shadow Claw","Dazzling Gleam","17.72","419","2331.1","3594"
"Mega Gardevoir","Charge Beam","Synchronoise","17.713","607","3373.4","4512"
"Shadow Magmortar","Fire Spin","Psychic","17.704","375.3","2082.5","3132"
"Mega Blaziken","Fire Spin","Stone Edge","17.696","506.8","2808.5","4161"
"Shadow Sharpedo","Waterfall","Hydro Pump","17.691","187.5","1038","2181"
"Shadow Alakazam","Psycho Cut","Dazzling Gleam","17.688","299.7","1658.9","3057"
"Mega Charizard Y","Wing Attack","Fire Blast","17.672","615.5","3397","4455"
"Mega Gallade","Low Kick","Leaf Blade","17.664","607.9","3350.1","4521"
"Shadow Salamence","Fire Fang","Hydro Pump","17.662","431.8","2379","3749"
"Shadow Gardevoir","Charm","Synchronoise","17.659","394.6","2172.8","3093"
"Shadow Arcanine","Fire Fang","Flamethrower","17.657","410.3","2258.5","3029"
"Mega Salamence","Dragon Tail","Hydro Pump","17.626","826.8","4527.4","5031"
"Primal Groudon","Mud Shot","Fire Punch","17.609","715.1","3904.8","5227"
"Mega Beedrill","Bug Bite","X-Scissor","17.608","390","2128.9","3383"
"Primal Groudon","Mud Shot","Fire Blast","17.593","714.5","3890.9","5227"
"Honchkrow","Snarl","Brave Bird","17.581","345.5","1877.6","2711"
"Mega Beedrill","Bug Bite","Return","17.569","389.1","2110.1","3383"
"Mega Gengar","Lick","Dark Pulse","17.566","487.8","2644","4336"
"Shadow Porygon-Z","Hidden Power (Fire)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Fighting)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Water)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Flying)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Grass)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Poison)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Electric)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Ground)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Psychic)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Rock)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Ice)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Bug)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Dragon)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Ghost)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Dark)","Tri-Attack","17.534","356.4","1921","3266"
"Shadow Porygon-Z","Hidden Power (Steel)","Tri-Attack","17.534","356.4","1921","3266"
"Mega Salamence","Bite","Draco Meteor","17.533","822.4","4432.6","5031"
"Mewtwo","Psycho Cut","Shadow Ball","17.529","548.8","2955.7","4178"
"Mega Pidgeot","Air Slash","Brave Bird","17.528","533.9","2874.9","3680"
"Mega Lopunny","Pound","Hyper Beam","17.527","545.4","2936.1","3745"
"Alakazam","Confusion","Psychic","17.521","356.3","1916.4","3057"
"Shadow Houndoom","Fire Fang","Flamethrower","17.521","315.8","1698.6","2635"
"Shadow Magmortar","Fire Spin","Fire Blast","17.518","371.3","1996.3","3132"
"Primal Groudon","Mud Shot","Solar Beam","17.509","711.1","3817.1","5227"
"Mega Sceptile","Bullet Seed","Dragon Claw","17.508","502.4","2696","4056"
"Blaziken","Counter","Blast Burn","17.505","388.5","2083.8","2848"
"Shadow Entei","Fire Fang","Fire Blast","17.502","500.8","2684.9","3473"
"Mega Blastoise","Bite","Hydro Cannon","17.498","683.3","3660.6","3941"
"Deoxys (Normal Forme)","Zen Headbutt","Hyper Beam","17.494","239.9","1284.2","3160"
"Shadow Weavile","Ice Shard","Foul Play","17.486","351.7","1880.4","3005"
"Mega Charizard Y","Wing Attack","Return","17.483","608.9","3253.8","4455"
"Mega Houndoom","Fire Fang","Return","17.478","546.5","2917.9","3842"
"Shadow Tyranitar","Bite","Stone Edge","17.462","538","2864.6","3834"
"Zekrom","Charge Beam","Wild Charge","17.462","602.5","3207.8","4038"
"Salamence","Fire Fang","Outrage","17.458","512.1","2724.8","3749"
"Mega Alakazam","Psycho Cut","Fire Punch","17.448","446","2369.3","4366"
"Galarian Darmanitan","Ice Fang","Avalanche","17.446","387.3","2056.5","3105"
"Metagross","Zen Headbutt","Meteor Mash","17.437","602.8","3195.7","3791"
"Mega Tyranitar","Bite","Stone Edge","17.423","928.9","4913.3","5347"
"Mega Charizard Y","Air Slash","Fire Blast","17.422","606.8","3208.6","4455"
"Shadow Exeggutor","Zen Headbutt","Solar Beam","17.42","381.7","2017.6","3014"
"Mega Charizard X","Fire Spin","Overheat","17.419","609.4","3221","3850"
"Zekrom","Dragon Breath","Outrage","17.419","601","3176.7","4038"
"Shadow Torterra","Razor Leaf","Frenzy Plant","17.401","471.9","2486.4","2934"
"Gengar","Hex","Shadow Ball","17.4","336.6","1773.4","2878"
"Mega Charizard Y","Fire Spin","Dragon Claw","17.393","605.8","3187.2","4455"
"Shadow Charizard","Fire Spin","Overheat","17.388","380","1997.6","2889"
"Mega Gallade","Low Kick","Return","17.382","598.1","3141","4521"
"Mega Charizard Y","Air Slash","Return","17.369","605","3170.3","4455"
"Moltres","Fire Spin","Sky Attack","17.361","524.2","2742.9","3465"
"Dialga","Metal Claw","Draco Meteor","17.36","599","3134.1","4038"
"Black Kyurem","Dragon Tail","Stone Edge","17.354","620","3240.5","4605"
"Mega Tyranitar","Bite","Return","17.346","924.8","4826.7","5347"
"Mega Houndoom","Fire Fang","Fire Blast","17.345","542.4","2830.2","3842"
"Mega Charizard Y","Dragon Breath","Flamethrower","17.34","604","3149","4455"
"Mega Tyranitar","Smack Down","Return","17.34","924.4","4819.6","5347"
"Shadow Gardevoir","Confusion","Shadow Ball","17.328","387.2","2014.4","3093"
"Gengar","Shadow Claw","Sludge Bomb","17.327","335.2","1743.8","2878"
"Mega Pinsir","Bug Bite","X-Scissor","17.322","579","3009.7","4182"
"Landorus (Therian Forme)","Mud Shot","Earth Power","17.32","513","2665.6","3922"
"Mega Gyarados","Bite","Hydro Pump","17.319","800.2","4156.9","4717"
"Shadow Tyranitar","Smack Down","Stone Edge","17.314","533.5","2769.2","3834"
"Mega Absol","Snarl","Megahorn","17.313","341.1","1770.1","3301"
"Alakazam","Psycho Cut","Psychic","17.309","352","1825.5","3057"
"Shadow Arcanine","Fire Fang","Wild Charge","17.303","402.1","2083.1","3029"
"Palkia","Dragon Tail","Hydro Pump","17.301","563.4","2917.6","3991"
"Mega Tyranitar","Smack Down","Stone Edge","17.295","922.1","4770.1","5347"
"Mega Venusaur","Vine Whip","Frenzy Plant","17.294","706.4","3653.6","3698"
"Shadow Shiftry","Snarl","Leaf Blade","17.293","301.9","1561.5","2333"
"White Kyurem","Steel Wing","Dragon Pulse","17.293","617.8","3194.7","4605"
"Mega Gengar","Hex","Focus Blast","17.291","480.2","2482.2","4336"
"Mega Lopunny","Pound","Focus Blast","17.291","538","2781.3","3745"
"Palkia","Dragon Breath","Draco Meteor","17.29","563","2909.7","3991"
"Shadow Exeggutor","Confusion","Seed Bomb","17.29","378.8","1958","3014"
"Mega Pinsir","Bug Bite","Return","17.284","577.7","2983","4182"
"Darkrai","Snarl","Shadow Ball","17.281","477.7","2465.3","3739"
"Gengar","Lick","Sludge Bomb","17.281","334.3","1725.4","2878"
"Shadow Dragonite","Steel Wing","Hurricane","17.275","476.7","2457.6","3792"
"Shadow Houndoom","Snarl","Flamethrower","17.273","311.3","1604.3","2635"
"Shadow Machamp","Counter","Close Combat","17.273","385.9","1988.5","3056"
"Primal Kyogre","Waterfall","Thunder","17.27","701.3","3612.3","5227"
"Reshiram","Dragon Breath","Overheat","17.261","595.6","3063.1","4038"
"Shadow Victreebel","Acid","Leaf Blade","17.254","306.8","1576.1","2431"
"Shadow Porygon-Z","Charge Beam","Hyper Beam","17.249","350.6","1799.1","3266"
"Blaziken","Fire Spin","Blast Burn","17.247","382.8","1963.5","2848"
"Mega Gallade","Low Kick","Close Combat","17.244","593.4","3043","4521"
"White Kyurem","Dragon Breath","Focus Blast","17.241","616","3156.9","4605"
"Mega Gengar","Hex","Sludge Wave","17.232","478.6","2448.8","4336"
"Dragonite","Dragon Tail","Outrage","17.229","570.5","2917.6","3792"
"Rampardos","Smack Down","Outrage","17.229","346.9","1774.3","3298"
"Shadow Raikou","Thunder Shock","Shadow Ball","17.229","464.5","2375.4","3452"
"Shadow Tyranitar","Bite","Crunch","17.214","530.4","2705.5","3834"
"Shadow Tyranitar","Smack Down","Crunch","17.211","530.3","2703.9","3834"
"Shadow Gardevoir","Charge Beam","Psychic","17.207","384.5","1959.1","3093"
"Shadow Gardevoir","Charm","Shadow Ball","17.193","384.2","1952.5","3093"
"Garchomp","Dragon Tail","Outrage","17.19","630.3","3201.8","3962"
"Mega Sharpedo","Bite","Hydro Pump","17.18","389.9","1977.1","3273"
"Shadow Gallade","Low Kick","Synchronoise","17.174","383.8","1943.9","3093"
"Mega Pidgeot","Steel Wing","Brave Bird","17.169","523","2646.9","3680"
"Mega Gardevoir","Charge Beam","Shadow Ball","17.165","588.3","2975","4512"
"Black Kyurem","Dragon Tail","Iron Head","17.154","612.8","3093.6","4605"
"Mega Absol","Psycho Cut","Dark Pulse","17.153","338","1705.6","3301"
"Volcarona","Bug Bite","Overheat","17.152","517.2","2609.8","3632"
"Landorus (Therian Forme)","Rock Throw","Earth Power","17.136","507.5","2553.9","3922"
"Shadow Gallade","Charm","Psychic","17.135","382.9","1926.3","3093"
"Shadow Machamp","Counter","Cross Chop","17.133","382.7","1924.9","3056"
"Chandelure","Fire Spin","Overheat","17.129","398.1","2000.5","3268"
"Shadow Gyarados","Waterfall","Hydro Pump","17.122","459.7","2307.6","3391"
"Crawdaunt","Snarl","Crabhammer","17.116","326.3","1636.4","2474"
"Shadow Kadabra","Confusion","Shadow Ball","17.103","176.3","881.7","2059"
"Dialga","Dragon Breath","Draco Meteor","17.09","589.7","2943.7","4038"
"Reshiram","Dragon Breath","Draco Meteor","17.09","589.7","2943.7","4038"
"Shadow Moltres","Wing Attack","Fire Blast","17.089","430","2146.3","3465"
"Mega Rayquaza","Dragon Tail","Ancient Power","17.081","627.5","3126.9","5055"
"Mega Gallade","Charm","Leaf Blade","17.08","587.8","2928.6","4521"
"Latios","Dragon Breath","Psychic","17.077","551.5","2746.2","3812"
"Shadow Exeggutor","Extrasensory","Seed Bomb","17.074","374.1","1861.8","3014"
"Mega Gyarados","Waterfall","Hydro Pump","17.073","788.8","3925.5","4717"
"Shadow Mismagius","Hex","Shadow Ball","17.072","339","1686.9","2615"
"Shadow Entei","Fire Spin","Fire Blast","17.069","488.4","2428.6","3473"
"Shadow Alakazam","Confusion","Fire Punch","17.058","289.1","1434.9","3057"
"Mega Salamence","Dragon Tail","Fire Blast","17.041","799.3","3956","5031"
"Mega Heracross","Struggle Bug","Close Combat","17.037","634.5","3137.6","4814"
"Shadow Ursaring","Counter","Hyper Beam","17.036","347.8","1719.3","2945"
"Mega Houndoom","Snarl","Return","17.035","532.7","2633.3","3842"
"Shadow Victreebel","Razor Leaf","Leaf Blade","17.033","302.9","1496.8","2431"
"Deoxys (Normal Forme)","Charge Beam","Thunderbolt","17.029","233.5","1153.1","3160"
"Mega Charizard X","Dragon Breath","Overheat","17.025","595.6","2938.8","3850"
"Mega Charizard Y","Ember","Fire Blast","17.025","593","2926.3","4455"
"Gengar","Sucker Punch","Shadow Ball","17.024","329.4","1625","2878"
"Rampardos","Zen Headbutt","Rock Slide","17.021","342.7","1690.1","3298"
"Dragonite","Dragon Tail","Draco Meteor","17.008","563.2","2770.9","3792"
"Galarian Darmanitan","Tackle","Avalanche","17.005","377.5","1856.5","3105"
"Mega Pinsir","Fury Cutter","X-Scissor","16.999","568.2","2791","4182"
"Mewtwo","Confusion","Thunderbolt","16.994","532","2610.8","4178"
"Volcarona","Fire Spin","Overheat","16.993","512.4","2514.7","3632"
"Mega Tyranitar","Smack Down","Crunch","16.99","905.8","4442.1","5347"
"Shadow Venusaur","Razor Leaf","Frenzy Plant","16.983","410.7","2012","2720"
"Kingler","Bubble","Crabhammer","16.982","371.9","1821.4","2829"
"Mega Gengar","Sucker Punch","Focus Blast","16.975","471.4","2305.7","4336"
"Mega Tyranitar","Bite","Crunch","16.972","904.8","4423.3","5347"
"Shadow Aerodactyl","Rock Throw","Rock Slide","16.97","350.1","1710.8","2783"
"Moltres","Wing Attack","Sky Attack","16.969","512.4","2503.9","3465"
"Mega Charizard X","Air Slash","Blast Burn","16.968","593.6","2900","3850"
"Espeon","Confusion","Psychic","16.965","398.2","1944.3","3170"
"Shadow Raikou","Volt Switch","Shadow Ball","16.963","457.3","2232.4","3452"
"Mega Swampert","Water Gun","Surf","16.949","723.5","3523.1","4401"
"Shadow Pinsir","Bug Bite","X-Scissor","16.943","343.6","1671.3","2959"
"Mega Beedrill","Infestation","X-Scissor","16.942","375.2","1824.6","3383"
"Salamence","Dragon Tail","Return","16.942","497","2417.2","3749"
"Salamence","Bite","Outrage","16.938","496.9","2414.9","3749"
"Mega Houndoom","Snarl","Fire Blast","16.924","529.2","2565.4","3842"
"Shadow Salamence","Fire Fang","Fire Blast","16.92","413.6","2003.5","3749"
"Mega Gengar","Sucker Punch","Sludge Wave","16.917","469.8","2274.3","4336"
"Mega Sharpedo","Waterfall","Hydro Pump","16.911","383.8","1856.4","3273"
"Shadow Charizard","Fire Spin","Flamethrower","16.911","369.6","1787.4","2889"
"Shadow Victreebel","Acid","Sludge Bomb","16.907","300.7","1452.9","2431"
"Shadow Porygon-Z","Hidden Power (Fire)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Fighting)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Water)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Flying)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Grass)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Poison)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Electric)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Ground)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Psychic)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Rock)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Ice)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Bug)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Dragon)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Ghost)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Dark)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Porygon-Z","Hidden Power (Steel)","Hyper Beam","16.892","343.3","1654.8","3266"
"Shadow Salamence","Bite","Hydro Pump","16.884","412.8","1986.8","3749"
"Alakazam","Counter","Psychic","16.883","343.3","1652.2","3057"
"Shadow Shiftry","Feint Attack","Leaf Blade","16.883","294.8","1418.7","2333"
"Mewtwo","Confusion","Hyper Beam","16.877","528.4","2540","4178"
"Shadow Alakazam","Counter","Focus Blast","16.874","285.9","1373.9","3057"
"Mega Lucario","Bullet Punch","Power-Up Punch","16.868","457.5","2195.6","3826"
"Shadow Absol","Psycho Cut","Dark Pulse","16.868","234.4","1125.1","2526"
"Shadow Gardevoir","Charge Beam","Dazzling Gleam","16.866","376.9","1808.3","3093"
"Zekrom","Charge Beam","Outrage","16.863","581.8","2789.9","4038"
"Meloetta (Pirouette Forme)","Quick Attack","Hyper Beam","16.854","569.9","2728.4","3915"
"Conkeldurr","Counter","Dynamic Punch","16.852","501.7","2401.1","3337"
"Shadow Charizard","Wing Attack","Overheat","16.851","368.2","1762","2889"
"Mega Charizard Y","Ember","Return","16.84","586.5","2801","4455"
"Mega Pinsir","Fury Cutter","Return","16.835","562.7","2684.7","4182"
"Haxorus","Dragon Tail","Surf","16.825","432.3","2059.1","3593"
"Mega Sharpedo","Bite","Return","16.818","381.7","1815.7","3273"
"Shadow Dragonite","Steel Wing","Hyper Beam","16.818","464","2207.5","3792"
"Shadow Ursaring","Shadow Claw","Hyper Beam","16.818","343.3","1633.2","2945"
"Shadow Gyarados","Waterfall","Aqua Tail","16.81","451.4","2144","3391"
"Shadow Exeggutor","Bullet Seed","Solar Beam","16.807","368.2","1748.3","3014"
"Breloom","Counter","Grass Knot","16.803","315.2","1495.3","2628"
"Darkrai","Snarl","Dark Pulse","16.803","464.5","2203.3","3739"
"Mega Banette","Shadow Claw","Thunder","16.801","397.3","1884.1","3594"
"Dragonite","Dragon Breath","Outrage","16.795","556.1","2634.6","3792"
"Mega Gengar","Hex","Shadow Punch","16.795","466.4","2209.6","4336"
"Shadow Arcanine","Fire Fang","Fire Blast","16.791","390.2","1847.3","3029"
"Shadow Zapdos","Charge Beam","Zap Cannon","16.775","430.7","2033.1","3527"
"Shadow Torterra","Bite","Frenzy Plant","16.774","454.9","2147.2","2934"
"Shadow Shiftry","Razor Leaf","Leaf Blade","16.768","292.8","1380.2","2333"
"Honchkrow","Peck","Sky Attack","16.767","329.5","1553.3","2711"
"Shaymin (Sky Forme)","Hidden Power (Flying)","Grass Knot","16.767","505.5","2382.7","3592"
"Shaymin (Sky Forme)","Hidden Power (Grass)","Grass Knot","16.767","505.5","2382.7","3592"
"Mega Sharpedo","Waterfall","Return","16.758","380.4","1789.9","3273"
"Shadow Machamp","Counter","Heavy Slam","16.756","374.3","1761.1","3056"
"Shadow Gallade","Confusion","Leaf Blade","16.749","374.3","1758.7","3093"
"Mega Salamence","Fire Fang","Return","16.748","785.6","3690.8","5031"
"Mamoswine","Mud Slap","Avalanche","16.743","480.8","2256.5","3328"
"Shadow Alakazam","Psycho Cut","Focus Blast","16.742","283.7","1331.3","3057"
"Shadow Kadabra","Psycho Cut","Shadow Ball","16.741","172.5","809.4","2059"
"Shadow Machamp","Counter","Submission","16.74","373.9","1754.1","3056"
